,fraud_count,legit_count,fraud_ratio,total_count
cleaner,6,65,0.09090909090909091,71
regression,5,54,0.09090909090909091,59
requiring,10,109,0.09090909090909091,119
rowband,5,54,0.09090909090909091,59
pro,14,153,0.09090909090909091,167
sigma,11,120,0.09090909090909091,131
pertinent,6,65,0.09090909090909091,71
integrity,40,439,0.09090909090909091,479
placement,11,121,0.09016393442622951,132
applying,32,354,0.09014084507042254,386
focusing,10,110,0.09009009009009009,120
action,46,510,0.09001956947162426,556
review,105,1166,0.08997429305912596,1271
purpose,32,355,0.0898876404494382,387
follow,77,856,0.08984830805134189,933
phase,14,155,0.08974358974358974,169
concise,7,77,0.08974358974358974,84
cooking,7,77,0.08974358974358974,84
items,42,468,0.08955223880597014,510
request,17,189,0.08947368421052632,206
contact,112,1251,0.08945686900958466,1363
position,516,5771,0.0893970893970894,6287
exercise,5,55,0.08928571428571429,60
recorded,5,55,0.08928571428571429,60
minds,5,55,0.08928571428571429,60
orphan,5,55,0.08928571428571429,60
pagination,5,55,0.08928571428571429,60
solutions,340,3809,0.08923884514435695,4149
parts,24,268,0.08921933085501858,292
perfect,55,616,0.08914100486223663,671
detail,77,864,0.08901734104046242,941
nationally,4,44,0.08888888888888889,48
presents,4,44,0.08888888888888889,48
sponsor,4,44,0.08888888888888889,48
resource,40,449,0.08888888888888889,489
continuously,23,258,0.0888030888030888,281
supplies,33,371,0.08870967741935484,404
route,7,78,0.08860759493670886,85
authorized,7,78,0.08860759493670886,85
meets,21,236,0.08860759493670886,257
profile,24,270,0.08856088560885608,294
recent,23,259,0.08846153846153847,282
abilities,16,180,0.08839779005524862,196
hiring,81,916,0.08833151581243184,997
skills,445,5042,0.08824112631370216,5487
statistics,9,101,0.08823529411764706,110
relational,6,67,0.08823529411764706,73
kitchen,15,169,0.08823529411764706,184
intended,3,33,0.08823529411764706,36
specializes,6,67,0.08823529411764706,73
regulations,29,328,0.08814589665653495,357
flexible,67,761,0.08792650918635171,828
invoices,21,238,0.08786610878661087,259
respond,28,318,0.0877742946708464,346
padding,5,56,0.08771929824561403,61
alt,5,56,0.08771929824561403,61
widow,5,56,0.08771929824561403,61
statistical,12,136,0.08759124087591241,148
coverage,24,273,0.08759124087591241,297
water,19,216,0.08755760368663594,235
amount,14,159,0.0875,173
anywhere,16,182,0.08743169398907104,198
terms,25,285,0.08741258741258741,310
own,138,1578,0.08739708676377454,1716
specification,9,102,0.08737864077669903,111
electronic,30,344,0.08695652173913043,374
charging,4,45,0.08695652173913043,49
modifications,10,114,0.08695652173913043,124
raw,8,91,0.08695652173913043,99
assist,163,1874,0.08693333333333333,2037
consistently,21,241,0.08677685950413223,262
spreadsheets,9,103,0.08653846153846154,112
via,91,1051,0.08650190114068441,1142
relations,47,543,0.08639705882352941,590
fixed,10,115,0.08620689655172414,125
tables,5,57,0.08620689655172414,62
book,22,255,0.0859375,277
architectures,6,69,0.08571428571428572,75
allowance,3,34,0.08571428571428572,37
powered,3,34,0.08571428571428572,37
earned,3,34,0.08571428571428572,37
time,534,6236,0.08561808561808562,6770
representative,101,1179,0.08559322033898305,1280
registers,7,81,0.08536585365853659,88
phone,103,1209,0.08512396694214876,1312
empowerment,4,46,0.0851063829787234,50
springs,4,46,0.0851063829787234,50
rated,4,46,0.0851063829787234,50
outlined,4,46,0.0851063829787234,50
preferred,65,764,0.08496732026143791,829
hourly,9,105,0.08490566037735849,114
wireless,18,211,0.08490566037735849,229
expense,14,164,0.08484848484848485,178
resume,78,919,0.08478260869565217,997
industry,249,2938,0.08472269479414767,3187
assessments,16,188,0.08465608465608465,204
facilitate,27,318,0.08463949843260188,345
calendar,11,129,0.08461538461538462,140
deadline,12,141,0.08450704225352113,153
singapore,12,141,0.08450704225352113,153
average,13,153,0.08441558441558442,166
jobs,134,1588,0.08432976714915041,1722
energy,53,629,0.08412698412698413,682
door,11,130,0.08396946564885496,141
restaurant,13,154,0.08387096774193549,167
participate,67,798,0.08385481852315395,865
activities,173,2066,0.08369617803580068,2239
scheduling,39,465,0.08369098712446352,504
manufacturing,88,1051,0.08365019011406843,1139
full,278,3323,0.08363417569193743,3601
resolution,31,370,0.08355795148247978,401
operate,35,418,0.08353221957040573,453
duties,232,2781,0.08339324227174695,3013
tune,3,35,0.08333333333333333,38
did,4,47,0.08333333333333333,51
hospitals,5,59,0.08333333333333333,64
australia,12,143,0.08333333333333333,155
enforcing,4,47,0.08333333333333333,51
warm,7,83,0.08333333333333333,90
component,9,107,0.08333333333333333,116
feeds,3,35,0.08333333333333333,38
marine,3,35,0.08333333333333333,38
term,64,768,0.08322496749024708,832
staff,192,2308,0.08315288003464703,2500
databases,28,336,0.0830860534124629,364
spend,22,264,0.0830188679245283,286
system,195,2356,0.08273228680526093,2551
disciplines,11,132,0.08270676691729323,143
center,87,1051,0.08269961977186312,1138
consistency,9,108,0.08256880733944955,117
publications,8,96,0.08247422680412371,104
basic,55,666,0.08245877061469266,721
operations,213,2589,0.08223938223938224,2802
informal,6,72,0.0821917808219178,78
from,634,7719,0.08212435233160621,8353
affect,5,60,0.08196721311475409,65
carrying,5,60,0.08196721311475409,65
especially,10,121,0.08196721311475409,131
required,304,3708,0.08196279320571583,4012
recruit,27,329,0.08181818181818182,356
definition,13,158,0.08176100628930817,171
utilities,4,48,0.08163265306122448,52
sets,16,195,0.08163265306122448,211
literate,7,85,0.08139534883720931,92
joint,7,85,0.08139534883720931,92
records,49,601,0.08139534883720931,650
inspire,10,122,0.08130081300813008,132
overtime,10,122,0.08130081300813008,132
old,26,319,0.08125,345
environments,29,356,0.08123249299719888,385
papers,6,73,0.08108108108108109,79
uses,12,147,0.08108108108108109,159
honesty,3,36,0.08108108108108109,39
incorporate,9,110,0.08108108108108109,119
island,3,36,0.08108108108108109,39
talks,3,36,0.08108108108108109,39
enforcement,3,36,0.08108108108108109,39
variances,3,36,0.08108108108108109,39
after,65,802,0.08094645080946451,867
listed,8,98,0.08080808080808081,106
serve,45,556,0.0807899461400359,601
division,15,185,0.08064516129032258,200
flexibility,48,596,0.08040201005025126,644
cad,11,136,0.08029197080291971,147
mentoring,13,161,0.08024691358024691,174
outpatient,4,49,0.08,53
homeowners,8,99,0.08,107
attract,8,99,0.08,107
functions,68,850,0.0799059929494712,918
coordinate,58,727,0.07967032967032966,785
farmers,9,112,0.07964601769911504,121
set,98,1231,0.07954545454545454,1329
veterans,14,175,0.07954545454545454,189
executed,5,62,0.07936507936507936,67
met,43,541,0.07933579335793357,584
periods,11,138,0.07913669064748201,149
manages,22,277,0.07913669064748201,299
tracked,3,37,0.07894736842105263,40
exclusive,6,75,0.07894736842105263,81
process,274,3472,0.07889432767060178,3746
interesting,16,202,0.07881773399014778,218
reliable,27,342,0.07871720116618076,369
submission,7,88,0.07865168539325842,95
array,7,88,0.07865168539325842,95
scanning,27,343,0.07848837209302326,370
willing,43,547,0.07846715328467153,590
sketches,4,50,0.0784313725490196,54
migration,8,101,0.0784313725490196,109
readiness,4,50,0.0784313725490196,54
billion,13,165,0.0783132530120482,178
primarily,24,306,0.0781758957654723,330
escalated,5,63,0.078125,68
quota,5,63,0.078125,68
utilizes,5,63,0.078125,68
players,16,204,0.07804878048780488,220
competency,6,76,0.07792207792207792,82
forward,40,513,0.07782101167315175,553
medical,63,809,0.07777777777777778,872
strength,7,89,0.07777777777777778,96
along,35,449,0.07777777777777778,484
operating,82,1054,0.07772511848341232,1136
statements,16,205,0.07766990291262135,221
explain,9,115,0.07758620689655173,124
mark,9,115,0.07758620689655173,124
million,28,360,0.07756232686980609,388
data,464,5983,0.07754010695187166,6447
plans,118,1521,0.07752956636005257,1639
others,60,774,0.07741935483870968,834
choose,12,154,0.07741935483870968,166
everyone,29,374,0.07733333333333334,403
nurse,19,245,0.07723577235772358,264
liaison,21,271,0.07720588235294118,292
move,32,415,0.07692307692307693,447
cabling,3,38,0.07692307692307693,41
influencing,3,38,0.07692307692307693,41
payable,12,155,0.07692307692307693,167
validate,8,103,0.07692307692307693,111
tablet,7,90,0.07692307692307693,97
achieving,18,233,0.07692307692307693,251
postgresql,3,38,0.07692307692307693,41
double,5,64,0.07692307692307693,69
allows,20,259,0.07692307692307693,279
heat,3,38,0.07692307692307693,41
controlling,8,103,0.07692307692307693,111
mso,67,873,0.07665903890160183,940
cold,16,208,0.07655502392344497,224
reviewing,21,274,0.07636363636363637,295
incoming,41,536,0.07635009310986965,577
proactively,20,261,0.07633587786259542,281
calls,92,1205,0.07628524046434494,1297
operates,16,209,0.0761904761904762,225
involving,8,104,0.0761904761904762,112
contributes,7,91,0.07608695652173914,98
package,36,473,0.0759493670886076,509
participates,11,144,0.07586206896551724,155
off,47,619,0.07580645161290323,666
planner,5,65,0.07575757575757576,70
represents,5,65,0.07575757575757576,70
confidentiality,8,105,0.07547169811320754,113
counselor,4,52,0.07547169811320754,56
seeking,180,2387,0.07537688442211055,2567
work,1089,14472,0.07524355696814758,15561
challenging,37,491,0.07520325203252033,528
mortgage,22,292,0.07508532423208192,314
ethical,6,79,0.075,85
pension,3,39,0.075,42
intake,3,39,0.075,42
carried,11,146,0.07482993197278912,157
vendors,34,454,0.07472527472527472,488
respect,18,240,0.07468879668049792,258
compliant,5,66,0.07462686567164178,71
item,5,66,0.07462686567164178,71
responsibility,71,951,0.07457983193277311,1022
assigned,136,1825,0.07447973713033954,1961
room,31,416,0.07434052757793765,447
familiarity,13,174,0.07428571428571429,187
specific,81,1090,0.07424381301558204,1171
providers,23,309,0.07419354838709677,332
office,232,3128,0.07414509427932246,3360
able,196,2643,0.07413010590015129,2839
outsourcing,4,53,0.07407407407407407,57
calling,22,296,0.07407407407407407,318
according,32,432,0.07390300230946882,464
hand,26,351,0.07386363636363637,377
virtual,11,148,0.0738255033557047,159
production,189,2561,0.07377049180327869,2750
any,138,1871,0.07371794871794872,2009
productivity,21,284,0.07368421052631578,305
place,67,910,0.07354555433589462,977
total,10,135,0.07352941176470588,145
refer,5,67,0.07352941176470588,72
mba,5,67,0.07352941176470588,72
develops,30,408,0.07334963325183375,438
department,100,1365,0.07320644216691069,1465
people,291,3976,0.07317073170731707,4267
resourcing,3,40,0.07317073170731707,43
metal,3,40,0.07317073170731707,43
includes,64,874,0.07314285714285715,938
demand,31,423,0.07311320754716981,454
legal,35,478,0.07306889352818371,513
efficient,49,670,0.07302533532041729,719
vacancies,11,150,0.0728476821192053,161
strengths,4,54,0.07272727272727272,58
restful,4,54,0.07272727272727272,58
accepted,4,54,0.07272727272727272,58
numerous,4,54,0.07272727272727272,58
unit,28,384,0.07272727272727272,412
costing,4,54,0.07272727272727272,58
ins,4,54,0.07272727272727272,58
definitions,5,68,0.07246376811594203,73
expenses,10,137,0.07246376811594203,147
cook,5,68,0.07246376811594203,73
installations,6,82,0.07228915662650602,88
express,7,96,0.07216494845360824,103
roadmap,16,221,0.07207207207207207,237
communication,200,2777,0.07199424046076314,2977
confidence,10,138,0.07194244604316546,148
load,14,194,0.07179487179487179,208
owner,14,194,0.07179487179487179,208
least,47,654,0.0717557251908397,701
demonstrated,16,222,0.07174887892376682,238
telephone,34,473,0.07172995780590717,507
multi,63,878,0.07167235494880546,941
must,253,3531,0.0716308040770102,3784
alternate,3,41,0.07142857142857142,44
moderate,3,41,0.07142857142857142,44
timely,83,1161,0.07142857142857142,1244
preliminary,3,41,0.07142857142857142,44
defined,21,293,0.07142857142857142,314
relating,8,111,0.07142857142857142,119
detection,3,41,0.07142857142857142,44
oklahoma,3,41,0.07142857142857142,44
resolutions,3,41,0.07142857142857142,44
serves,12,167,0.07142857142857142,179
uncapped,3,41,0.07142857142857142,44
therapists,4,55,0.07142857142857142,59
rewarding,12,167,0.07142857142857142,179
maximizing,5,69,0.07142857142857142,74
consisting,6,83,0.07142857142857142,89
managers,104,1457,0.07133058984910837,1561
degree,70,982,0.07121057985757884,1052
measure,17,238,0.07112970711297072,255
estimates,12,168,0.07100591715976332,180
storage,20,281,0.07092198581560284,301
combination,10,140,0.07092198581560284,150
risk,37,521,0.07088122605363985,558
topics,9,126,0.07086614173228346,135
engineers,86,1217,0.07060755336617405,1303
proficient,11,155,0.07051282051282051,166
qualified,48,680,0.07048458149779736,728
whatever,10,141,0.07042253521126761,151
watch,4,56,0.07017543859649122,60
interpretation,4,56,0.07017543859649122,60
delinquent,4,56,0.07017543859649122,60
ead,4,56,0.07017543859649122,60
policy,31,441,0.07013574660633484,472
amazon,7,99,0.07,106
objectives,62,887,0.06981981981981981,949
requirements,212,3036,0.06980572933816266,3248
certifications,6,85,0.06976744186046512,91
specializing,6,85,0.06976744186046512,91
sampling,3,42,0.06976744186046512,45
practical,9,128,0.06976744186046512,137
autocad,3,42,0.06976744186046512,45
enforce,3,42,0.06976744186046512,45
selected,20,286,0.06968641114982578,306
mail,116,1665,0.06962785114045618,1781
compensation,35,502,0.06958250497017893,537
appropriately,8,114,0.06956521739130435,122
nearly,5,71,0.06944444444444445,76
cause,10,143,0.06944444444444445,153
areas,92,1324,0.06943396226415094,1416
notes,12,172,0.06936416184971098,184
meet,98,1412,0.06935598018400566,1510
given,21,302,0.06930693069306931,323
facility,32,461,0.06926406926406926,493
following,116,1675,0.06921241050119331,1791
manual,13,187,0.06914893617021277,200
oversight,13,187,0.06914893617021277,200
fire,4,57,0.06896551724137931,61
teammates,4,57,0.06896551724137931,61
awarded,4,57,0.06896551724137931,61
achieve,71,1032,0.06873184898354308,1103
directed,9,130,0.06870229007633588,139
departments,35,509,0.06862745098039216,544
serving,27,393,0.06852791878172589,420
security,89,1298,0.06851424172440339,1387
journal,5,72,0.0684931506849315,77
assign,5,72,0.0684931506849315,77
issue,13,189,0.06842105263157895,202
obtain,11,160,0.06832298136645963,171
products,297,4347,0.06830726770929163,4644
applicants,35,512,0.0682261208576998,547
succession,3,43,0.06818181818181818,46
upper,3,43,0.06818181818181818,46
aggressive,9,131,0.06818181818181818,140
adult,3,43,0.06818181818181818,46
bookkeeping,3,43,0.06818181818181818,46
territories,3,43,0.06818181818181818,46
reply,3,43,0.06818181818181818,46
dive,3,43,0.06818181818181818,46
force,6,87,0.06818181818181818,93
inclusive,3,43,0.06818181818181818,46
advancing,3,43,0.06818181818181818,46
had,7,102,0.06796116504854369,109
organic,7,102,0.06796116504854369,109
hold,14,205,0.06796116504854369,219
benefits,93,1369,0.06788321167883211,1462
organizations,39,574,0.06782608695652174,613
yrs,4,58,0.06779661016949153,62
principal,8,117,0.06779661016949153,125
many,60,884,0.06779661016949153,944
hydraulic,4,58,0.06779661016949153,62
please,119,1755,0.06776765375854214,1874
natural,13,191,0.06770833333333333,204
forecasting,9,132,0.06766917293233082,141
additional,41,606,0.06754530477759473,647
skill,21,310,0.06752411575562701,331
overall,53,784,0.06751592356687898,837
organizational,35,518,0.0674373795761079,553
sharepoint,13,192,0.06735751295336788,205
maintain,189,2807,0.0673076923076923,2996
complaints,14,207,0.0673076923076923,221
completion,28,415,0.0673076923076923,443
accounting,59,876,0.06727480045610035,935
merchandise,8,118,0.06722689075630252,126
responses,8,118,0.06722689075630252,126
check,33,490,0.06720977596741344,523
administrator,33,491,0.06707317073170732,524
texas,12,178,0.0670391061452514,190
offerings,13,193,0.06701030927835051,206
consider,14,208,0.06698564593301436,222
learn,95,1419,0.06690140845070422,1514
service,507,7601,0.06669297553275454,8108
doesn,9,134,0.06666666666666667,143
electrician,4,59,0.06666666666666667,63
guest,12,179,0.06666666666666667,191
lobby,4,59,0.06666666666666667,63
propose,5,74,0.06666666666666667,79
preference,3,44,0.06666666666666667,47
inspirational,3,44,0.06666666666666667,47
simplicity,3,44,0.06666666666666667,47
train,32,479,0.06666666666666667,511
initiating,4,59,0.06666666666666667,63
backups,3,44,0.06666666666666667,47
these,95,1424,0.06666666666666667,1519
quality,296,4444,0.06659167604049494,4740
resolve,35,525,0.06653992395437262,560
microsoft,41,616,0.06645056726094004,657
provide,303,4578,0.06617165319938852,4881
license,17,256,0.06614785992217899,273
involvement,8,120,0.06611570247933884,128
pre,31,468,0.06609808102345416,499
ensure,278,4207,0.06606463878326996,4485
consists,6,90,0.06593406593406594,96
mentor,18,272,0.06593406593406594,290
show,18,272,0.06593406593406594,290
take,133,2017,0.06590683845391476,2150
conduct,42,637,0.06583072100313479,679
usage,10,151,0.06578947368421052,161
objects,5,75,0.06578947368421052,80
courier,5,75,0.06578947368421052,80
listen,4,60,0.06557377049180328,64
permit,4,60,0.06557377049180328,64
start,120,1829,0.06557377049180328,1949
occur,4,60,0.06557377049180328,64
limited,75,1143,0.06555944055944056,1218
pressure,15,228,0.06550218340611354,243
similar,14,213,0.06542056074766354,227
enthusiastic,31,473,0.06540084388185655,504
ability,195,2984,0.06532663316582915,3179
less,13,198,0.06532663316582915,211
capable,16,244,0.0653061224489796,260
sensitive,28,428,0.06526806526806526,456
sites,37,566,0.06525573192239859,603
correctly,6,91,0.06521739130434782,97
entries,6,91,0.06521739130434782,97
causes,3,45,0.06521739130434782,48
lines,15,229,0.06521739130434782,244
truly,18,275,0.06521739130434782,293
blue,3,45,0.06521739130434782,48
receive,32,491,0.06504065040650407,523
never,16,245,0.06504065040650407,261
monitor,53,814,0.06503067484662577,867
complete,68,1046,0.06494746895893028,1114
north,20,307,0.06493506493506493,327
farm,5,76,0.06493506493506493,81
proposed,5,76,0.06493506493506493,81
coordination,21,323,0.06481481481481481,344
industries,25,385,0.06476683937823834,410
logistics,18,277,0.06474820143884892,295
filing,29,448,0.0645879732739421,477
planning,105,1626,0.0645359557467732,1731
committee,4,61,0.06451612903225806,65
larger,6,92,0.06451612903225806,98
paying,8,123,0.06451612903225806,131
skilled,29,449,0.06444444444444444,478
range,56,870,0.0642939150401837,926
accurately,18,279,0.06428571428571428,297
demonstrations,9,139,0.06428571428571428,148
interact,21,326,0.06422018348623854,347
kick,7,108,0.06422018348623854,115
personality,14,217,0.06422018348623854,231
troubleshooting,24,373,0.06417112299465241,397
revolutionizing,5,77,0.0641025641025641,82
competent,5,77,0.0641025641025641,82
camera,5,77,0.0641025641025641,82
everyday,5,77,0.0641025641025641,82
carry,10,155,0.0641025641025641,165
daily,129,2015,0.06398809523809523,2144
major,45,703,0.06392045454545454,748
descriptionwe,3,46,0.06382978723404255,49
backlog,3,46,0.06382978723404255,49
should,97,1520,0.06377383300460224,1617
defining,13,203,0.06372549019607843,216
personally,10,156,0.06369426751592357,166
act,27,423,0.06367924528301887,450
conceptual,7,109,0.06363636363636363,116
accuracy,28,440,0.06349206349206349,468
punctual,4,62,0.06349206349206349,66
chain,17,267,0.06343283582089553,284
made,22,346,0.06340057636887608,368
really,23,362,0.06336088154269973,385
correcting,5,78,0.06329113924050633,83
floor,10,157,0.06329113924050633,167
verbal,35,553,0.0631768953068592,588
ipad,6,94,0.06315789473684211,100
targeted,14,221,0.06306306306306306,235
becoming,8,126,0.06299212598425197,134
public,41,651,0.06288343558282208,692
supported,11,174,0.06285714285714286,185
receiving,14,222,0.06278026905829596,236
long,68,1084,0.06267281105990784,1152
handle,35,559,0.0625,594
sciences,3,47,0.0625,50
survey,5,79,0.0625,84
guests,12,191,0.0625,203
parameters,4,63,0.0625,67
assigning,4,63,0.0625,67
management,471,7537,0.06248341735208278,8008
efficiently,22,352,0.06232294617563739,374
oriented,63,1011,0.06225296442687747,1074
desired,14,224,0.06222222222222222,238
function,27,433,0.06221198156682028,460
para,12,192,0.06217616580310881,204
dedicated,30,482,0.062111801242236024,512
can,289,4655,0.06207044673539519,4944
log,8,128,0.06201550387596899,136
respected,7,112,0.061946902654867256,119
motivation,7,112,0.061946902654867256,119
adjustments,7,112,0.061946902654867256,119
tactical,7,112,0.061946902654867256,119
analyzes,11,177,0.06179775280898876,188
approaches,11,177,0.06179775280898876,188
organisation,16,258,0.06177606177606178,274
policies,63,1019,0.061764705882352944,1082
advanced,31,501,0.061752988047808766,532
incident,5,80,0.06172839506172839,85
min,5,80,0.06172839506172839,85
responsibilities,252,4086,0.061658918522143384,4338
structures,9,145,0.06164383561643835,154
rates,9,145,0.06164383561643835,154
responding,12,194,0.06153846153846154,206
motivated,87,1413,0.06152758132956153,1500
solving,45,731,0.06147540983606557,776
cost,101,1648,0.061249241964827165,1749
white,6,97,0.061224489795918366,103
workforce,8,130,0.061068702290076333,138
inform,8,130,0.061068702290076333,138
condition,5,81,0.06097560975609756,86
relation,5,81,0.06097560975609756,86
related,125,2053,0.06085686465433301,2178
implements,9,147,0.060810810810810814,156
supply,38,624,0.0608,662
candidates,138,2269,0.06079295154185022,2407
telecommute,4,65,0.06060606060606061,69
secured,4,65,0.06060606060606061,69
extremely,18,296,0.06060606060606061,314
occasional,8,131,0.06060606060606061,139
other,380,6271,0.06058673469387755,6651
wide,45,742,0.06056527590847914,787
technical,244,4035,0.06045589692765114,4279
actions,16,264,0.06037735849056604,280
low,14,231,0.0603448275862069,245
provides,67,1111,0.06025179856115108,1178
recommending,5,82,0.060240963855421686,87
concerning,5,82,0.060240963855421686,87
shift,18,298,0.06020066889632107,316
nationwide,13,215,0.06018518518518518,228
reps,14,232,0.060085836909871244,246
performing,32,532,0.0600375234521576,564
government,35,582,0.060034305317324184,617
networking,27,449,0.06,476
popular,3,49,0.06,52
threats,3,49,0.06,52
produced,6,99,0.06,105
mapping,3,49,0.06,52
trips,3,49,0.06,52
because,28,466,0.059957173447537475,494
may,98,1634,0.0599388379204893,1732
appropriate,86,1435,0.05988857938718663,1521
aware,7,116,0.05982905982905983,123
employees,99,1656,0.05974652987326494,1755
services,361,6044,0.0597187758478081,6405
authority,4,66,0.05970149253731343,70
guidance,26,435,0.05963302752293578,461
represent,14,234,0.059574468085106386,248
external,62,1040,0.059558117195004805,1102
established,49,822,0.05953827460510328,871
nation,5,83,0.05952380952380952,88
technological,5,83,0.05952380952380952,88
verifying,5,83,0.05952380952380952,88
individual,97,1634,0.05932721712538226,1731
good,94,1589,0.05911949685534591,1683
proficiency,12,202,0.059113300492610835,214
residential,14,236,0.05907172995780591,250
organization,86,1456,0.059025394646533974,1542
support,393,6660,0.05900015012760847,7053
primary,51,864,0.058959537572254334,915
over,136,2308,0.058899956691208316,2444
sas,4,67,0.058823529411764705,71
factors,4,67,0.058823529411764705,71
dynamics,4,67,0.058823529411764705,71
permanent,32,543,0.058823529411764705,575
tasks,127,2158,0.058823529411764705,2285
parking,3,50,0.058823529411764705,53
processed,5,84,0.058823529411764705,89
processes,102,1737,0.05868814729574223,1839
supports,18,306,0.05863192182410423,324
retail,74,1262,0.05859065716547902,1336
points,13,221,0.05855855855855856,234
testing,91,1553,0.05855855855855856,1644
job,342,5840,0.05855161787365177,6182
visit,31,530,0.0583804143126177,561
provided,53,908,0.058305830583058306,961
stock,16,274,0.05818181818181818,290
imaging,5,85,0.05813953488372093,90
accountable,15,257,0.05813953488372093,272
evaluate,29,498,0.05811623246492986,527
interpersonal,17,292,0.05802047781569966,309
modelling,4,68,0.057971014492753624,72
change,60,1034,0.057971014492753624,1094
military,12,206,0.057971014492753624,218
addition,26,448,0.05790645879732739,474
criteria,7,120,0.05785123966942149,127
professional,154,2662,0.057829515583927904,2816
responsible,240,4150,0.05781739339918092,4390
lucrative,3,51,0.057692307692307696,54
journalism,3,51,0.057692307692307696,54
structure,14,242,0.05761316872427984,256
known,13,225,0.05752212389380531,238
tester,5,86,0.05747126436781609,91
going,29,504,0.05742574257425743,533
program,90,1567,0.05739795918367347,1657
insurance,49,853,0.05737704918032787,902
reduce,7,121,0.05737704918032787,128
rate,20,348,0.05730659025787966,368
two,37,645,0.05727554179566564,682
only,98,1712,0.057209573847051956,1810
spirit,10,174,0.05714285714285714,184
submit,26,454,0.05714285714285714,480
organisational,4,69,0.05714285714285714,73
initial,18,314,0.05714285714285714,332
document,43,752,0.057104913678618856,795
physicians,7,122,0.056910569105691054,129
communications,52,913,0.05689277899343545,965
automated,24,421,0.05687203791469194,445
local,64,1125,0.056838365896980464,1189
goals,91,1601,0.0568039950062422,1692
assistants,8,140,0.05673758865248227,148
identification,8,140,0.05673758865248227,148
promote,32,564,0.05663716814159292,596
often,12,211,0.05660377358490566,223
complicated,3,52,0.05660377358490566,55
patent,3,52,0.05660377358490566,55
feature,12,211,0.05660377358490566,223
demanding,6,105,0.05660377358490566,111
consist,3,52,0.05660377358490566,55
needs,137,2420,0.056588186699710864,2557
preparing,26,459,0.05652173913043478,485
manager,342,6052,0.05650090864034363,6394
cnc,10,176,0.05649717514124294,186
enjoys,7,123,0.056451612903225805,130
reference,7,123,0.056451612903225805,130
clean,29,513,0.05642023346303502,542
months,56,992,0.05639476334340383,1048
stylist,4,70,0.056338028169014086,74
summaries,4,70,0.056338028169014086,74
smarter,4,70,0.056338028169014086,74
directors,13,230,0.05627705627705628,243
requests,48,852,0.05627198124267292,900
level,178,3169,0.05615141955835962,3347
united,28,498,0.056112224448897796,526
establish,34,606,0.05601317957166392,640
apply,188,3357,0.05598570577724836,3545
common,14,250,0.055776892430278883,264
environment,198,3550,0.0557589411433399,3748
handling,31,555,0.05575539568345324,586
variety,51,914,0.05573770491803279,965
automate,6,107,0.05555555555555555,113
demos,6,107,0.05555555555555555,113
therapy,7,125,0.05555555555555555,132
dispatcher,3,53,0.05555555555555555,56
continuity,3,53,0.05555555555555555,56
prioritization,4,71,0.05555555555555555,75
install,7,125,0.05555555555555555,132
membership,4,71,0.05555555555555555,75
confirm,4,71,0.05555555555555555,75
combining,4,71,0.05555555555555555,75
aptitude,5,89,0.05555555555555555,94
coaching,18,323,0.05555555555555555,341
vendor,18,324,0.055384615384615386,342
budgets,15,270,0.055350553505535055,285
trade,13,234,0.05531914893617021,247
director,98,1772,0.05527354765933446,1870
not,232,4197,0.055264411624583135,4429
motivate,10,180,0.055248618784530384,190
box,10,180,0.055248618784530384,190
participation,10,180,0.055248618784530384,190
deliverables,18,325,0.05521472392638037,343
overview,8,144,0.05517241379310345,152
owned,11,199,0.055,210
matters,11,199,0.055,210
progress,32,581,0.054982817869415807,613
interface,26,472,0.05496828752642706,498
minute,5,90,0.054945054945054944,95
heavily,5,90,0.054945054945054944,95
complexity,5,90,0.054945054945054944,95
price,10,181,0.054945054945054944,191
post,27,491,0.054878048780487805,518
washington,8,145,0.0547945205479452,153
analysing,4,72,0.0547945205479452,76
creates,12,218,0.0547945205479452,230
perks,4,72,0.0547945205479452,76
written,61,1113,0.05475763016157989,1174
inventory,34,620,0.05475040257648953,654
effective,63,1150,0.05473501303214596,1213
specialized,7,127,0.0546875,134
opportunities,132,2415,0.054635761589403975,2547
shop,13,237,0.0546218487394958,250
qualifications,29,530,0.054613935969868174,559
visible,3,54,0.05454545454545454,57
substantial,3,54,0.05454545454545454,57
engineer,170,3117,0.05452212957023733,3287
interaction,26,476,0.05450733752620545,502
builds,8,146,0.05442176870748299,154
extended,5,91,0.05434782608695652,96
laws,10,183,0.05434782608695652,193
actual,7,128,0.05426356589147287,135
find,46,847,0.054245283018867926,893
are,1217,22480,0.05413460255326721,23697
invoice,6,110,0.05405405405405406,116
accountabilities,4,73,0.05405405405405406,77
achieved,4,73,0.05405405405405406,77
classes,6,110,0.05405405405405406,116
suggest,4,73,0.05405405405405406,77
vary,4,73,0.05405405405405406,77
initiatives,37,684,0.05401459854014599,721
determine,25,462,0.05399568034557235,487
priorities,17,314,0.05396825396825397,331
three,22,408,0.05378973105134474,430
analysis,95,1766,0.053763440860215055,1861
trust,11,204,0.05365853658536585,215
involves,11,204,0.05365853658536585,215
sla,3,55,0.05357142857142857,58
focal,3,55,0.05357142857142857,58
innovation,29,541,0.05350553505535055,570
mutual,7,130,0.05343511450381679,137
same,25,467,0.053418803418803416,492
outstanding,29,542,0.053406998158379376,571
also,172,3221,0.05338299193047796,3393
online,127,2379,0.053361344537815124,2506
frequent,4,74,0.05333333333333334,78
rare,4,74,0.05333333333333334,78
